Operator,Merchant Store ID,Month,Week,Date,Day,Day part,Sales,Sales WoW Δ,Sales WoW %,Payouts,Payouts WoW Δ,Payouts WoW %,Mkt Spend,Mkt Spend WoW Δ,Mkt Spend WoW %,Customer Discounts,Customer Discounts WoW Δ,Customer Discounts WoW %,Orders,Orders WoW Δ,Orders WoW %,GC $0-15,GC $0-15 WoW Δ,GC $0-15 WoW %,GC $15-20,GC $15-20 WoW Δ,GC $15-20 WoW %,GC $20-25,GC $20-25 WoW Δ,GC $20-25 WoW %,GC $25-30,GC $25-30 WoW Δ,GC $25-30 WoW %,GC $30-$35,GC $30-$35 WoW Δ,GC $30-$35 WoW %,GC $35-$40,GC $35-$40 WoW Δ,GC $35-$40 WoW %,GC $40+,GC $40+ WoW Δ,GC $40+ WoW %,Profitability_%,Profitability_% WoW Δ,Profitability_% WoW %,AOV,AOV WoW Δ,AOV WoW %,Total Orders,Total Orders WoW Δ,Total Orders WoW %,Orders Inf by Promo,Orders Inf by Promo WoW Δ,Orders Inf by Promo WoW %,Orders inf by Ads,Orders inf by Ads WoW Δ,Orders inf by Ads WoW %,Orders inf by both,Orders inf by both WoW Δ,Orders inf by both WoW %,Organic Orders,Organic Orders WoW Δ,Organic Orders WoW %,reco_kill_ads,reco_lower_basket,reco_kill_campaign,reco_campaign_ok,target_gc_bucket,final_recommendation,recommendation_priority,Recommendation
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-29,Friday,Early morning,432.3,135.7,45.8,393.7,156.5,66.0,0.0,0.0,,-13.0,17.9,57.9,17.0,5.0,41.7,4.0,2.0,100.0,5.0,2.0,66.7,4.0,1.0,33.3,2.0,-1.0,-33.3,0.0,0.0,,0.0,-1.0,-100.0,3.0,2.0,200.0,91.1,11.1,13.9,25.4,0.7,2.8,17.0,5.0,41.7,3.0,-3.0,-50.0,0.0,0.0,,0.0,0.0,,14.0,8.0,133.3,N,N,N,N,GC $30-35,No action,None,
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-29,Friday,Late night,173.0,-231.4,-57.2,153.4,-182.9,-54.4,-1.0,-1.0,,-28.4,7.5,20.9,9.0,-8.0,-47.1,5.0,0.0,0.0,1.0,-2.0,-66.7,2.0,-3.0,-60.0,1.0,-1.0,-50.0,0.0,-2.0,-100.0,1.0,0.0,0.0,0.0,-1.0,-100.0,88.7,5.5,6.6,19.2,-4.6,-19.3,9.0,-8.0,-47.1,2.0,-4.0,-66.7,0.0,0.0,,1.0,1.0,,6.0,-5.0,-45.5,N,Y,Y,N,GC $20-25,Kill,Medium,Adjust promo to lower basket size; Kill campaign (target bucket GC $20-25 WoW Δ < 0)
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-29,Friday,Lunch,199.5,-90.4,-31.2,158.5,-100.9,-38.9,-3.0,0.0,0.0,-28.0,-18.0,-180.0,8.0,-6.0,-42.9,2.0,-2.0,-50.0,1.0,-2.0,-66.7,2.0,-1.0,-33.3,0.0,-2.0,-100.0,1.0,0.0,0.0,2.0,1.0,100.0,0.0,0.0,,79.5,-10.0,-11.2,24.9,4.2,20.3,8.0,-6.0,-42.9,4.0,2.0,100.0,0.0,-1.0,-100.0,1.0,1.0,,3.0,-8.0,-72.7,N,N,Y,N,GC $25-30,Kill,Medium,Kill campaign (target bucket GC $25-30 WoW Δ < 0)
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-25,Monday,Afternoon,70.9,16.4,30.1,85.1,0.8,0.9,0.0,0.0,,-5.0,-5.0,,5.0,-1.0,-16.7,2.0,-1.0,-33.3,1.0,-2.0,-66.7,0.0,0.0,,2.0,2.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,120.0,-34.6,-22.4,14.2,5.1,56.0,5.0,-1.0,-16.7,1.0,1.0,,0.0,0.0,,0.0,0.0,,4.0,-2.0,-33.3,N,N,Y,N,GC $15-20,Kill,Medium,Kill campaign (target bucket GC $15-20 WoW Δ < 0)
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-25,Monday,Breakfast,111.9,64.1,134.1,104.4,60.1,135.7,0.0,0.0,,0.0,0.0,,7.0,4.0,133.3,1.0,0.0,0.0,5.0,3.0,150.0,1.0,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,93.2,0.5,0.5,16.0,0.1,0.6,7.0,4.0,133.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,7.0,4.0,133.3,N,N,N,Y,GC $20-25,Continue,Info,"Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-25,Monday,Dinner,213.8,-63.5,-22.9,158.2,-98.8,-38.4,-9.0,-6.0,-200.0,-37.0,-19.0,-105.6,8.0,-10.0,-55.6,2.0,-10.0,-83.3,1.0,1.0,,0.0,-3.0,-100.0,2.0,1.0,100.0,1.0,-1.0,-50.0,0.0,0.0,,2.0,2.0,,74.0,-18.7,-20.2,26.7,11.3,73.4,8.0,-10.0,-55.6,2.0,0.0,0.0,0.0,0.0,,3.0,2.0,200.0,3.0,-12.0,-80.0,Y,N,N,N,GC $30-35,Kill,Medium,Kill Ads
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-25,Monday,Early morning,221.9,-117.7,-34.7,168.8,-141.6,-45.6,-3.0,0.0,0.0,-28.0,5.9,17.4,13.0,-6.0,-31.6,5.0,-5.0,-50.0,3.0,2.0,200.0,3.0,-1.0,-25.0,0.0,-1.0,-100.0,2.0,-1.0,-33.3,0.0,-1.0,-100.0,0.0,0.0,,76.1,-15.3,-16.7,17.1,-0.8,-4.5,13.0,-6.0,-31.6,5.0,0.0,0.0,1.0,1.0,,0.0,-1.0,-100.0,7.0,-6.0,-46.2,N,Y,Y,N,GC $20-25,Kill,Medium,Adjust promo to lower basket size; Kill campaign (target bucket GC $20-25 WoW Δ < 0)
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-25,Monday,Late night,297.6,116.6,64.4,232.1,82.8,55.5,0.0,0.0,,-25.0,-4.0,-19.0,14.0,4.0,40.0,3.0,-2.0,-40.0,5.0,4.0,400.0,3.0,0.0,0.0,1.0,1.0,,1.0,1.0,,0.0,-1.0,-100.0,1.0,1.0,,78.0,-4.5,-5.5,21.3,3.2,17.7,14.0,4.0,40.0,5.0,2.0,66.7,0.0,0.0,,0.0,0.0,,9.0,2.0,28.6,N,N,N,Y,GC $25-30,Continue,Info,"Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-25,Monday,Lunch,163.7,-39.5,-19.4,140.4,-31.9,-18.5,-3.0,4.0,57.1,-25.0,-10.8,-76.1,6.0,-4.0,-40.0,0.0,-4.0,-100.0,1.0,0.0,0.0,1.0,-2.0,-66.7,2.0,2.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,85.7,0.9,1.1,27.3,7.0,34.5,6.0,-4.0,-40.0,1.0,0.0,0.0,0.0,-1.0,-100.0,1.0,-1.0,-50.0,4.0,-2.0,-33.3,N,N,N,N,GC $30-35,No action,None,
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-30,Saturday,Afternoon,150.2,-5.1,-3.3,124.7,21.0,20.3,0.0,0.0,,-13.0,-3.0,-30.0,4.0,-3.0,-42.9,2.0,-4.0,-66.7,0.0,-1.0,-100.0,0.0,-1.0,-100.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,2.0,1.0,100.0,83.1,16.4,24.6,37.5,15.3,68.9,4.0,-3.0,-42.9,3.0,1.0,50.0,0.0,0.0,,0.0,0.0,,1.0,-4.0,-80.0,N,N,N,N,,No action,None,
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-30,Saturday,Breakfast,270.5,-59.2,-18.0,227.9,-67.3,-22.8,0.0,0.0,,-24.8,-11.6,-87.9,11.0,-6.0,-35.3,2.0,-3.0,-60.0,2.0,-1.0,-33.3,3.0,-2.0,-40.0,1.0,-2.0,-66.7,0.0,-1.0,-100.0,3.0,3.0,,0.0,0.0,,84.2,-5.3,-5.9,24.6,5.2,26.8,11.0,-6.0,-35.3,4.0,2.0,100.0,0.0,0.0,,0.0,0.0,,7.0,-8.0,-53.3,N,N,Y,N,GC $25-30,Kill,Medium,Kill campaign (target bucket GC $25-30 WoW Δ < 0)
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-30,Saturday,Dinner,318.4,25.8,8.8,270.3,-36.9,-12.0,-1.0,-1.0,,-28.0,-23.0,-460.0,13.0,0.0,0.0,3.0,-1.0,-25.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,3.0,150.0,0.0,0.0,,0.0,-2.0,-100.0,1.0,0.0,0.0,84.9,-20.1,-19.1,24.5,2.0,8.9,13.0,0.0,0.0,4.0,3.0,300.0,0.0,0.0,,1.0,1.0,,8.0,-4.0,-33.3,N,N,N,Y,GC $25-30,Continue,Info,"Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-30,Saturday,Early morning,296.7,-173.1,-36.8,262.6,-109.2,-29.4,0.0,0.0,,-18.0,14.9,45.3,12.0,-11.0,-47.8,2.0,-7.0,-77.8,4.0,1.0,33.3,1.0,-3.0,-75.0,2.0,-4.0,-66.7,0.0,-1.0,-100.0,1.0,1.0,,2.0,0.0,0.0,88.5,9.3,11.7,24.7,4.3,21.1,12.0,-11.0,-47.8,3.0,-3.0,-50.0,0.0,0.0,,0.0,0.0,,9.0,-8.0,-47.1,N,N,Y,N,GC $25-30,Kill,Medium,Kill campaign (target bucket GC $25-30 WoW Δ < 0)
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-30,Saturday,Late night,362.3,-121.0,-25.0,295.5,-96.4,-24.6,0.0,0.0,,-45.5,6.0,11.7,17.0,-3.0,-15.0,7.0,2.0,40.0,3.0,1.0,50.0,3.0,-3.0,-50.0,3.0,1.0,50.0,0.0,-2.0,-100.0,0.0,0.0,,2.0,-1.0,-33.3,81.6,0.5,0.6,21.3,-2.9,-12.0,17.0,-3.0,-15.0,9.0,2.0,28.6,0.0,0.0,,0.0,0.0,,8.0,-5.0,-38.5,N,Y,N,Y,GC $25-30,Adjust promo,Low,"Adjust promo to lower basket size; Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-30,Saturday,Lunch,119.8,-96.2,-44.5,127.3,-62.8,-33.0,0.0,0.0,,-5.0,0.0,0.0,7.0,-2.0,-22.2,3.0,-1.0,-25.0,1.0,1.0,,2.0,1.0,100.0,0.0,-3.0,-100.0,0.0,0.0,,1.0,-1.0,-50.0,0.0,0.0,,106.3,18.3,20.8,17.1,-6.9,-28.7,7.0,-2.0,-22.2,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,6.0,-2.0,-25.0,N,Y,N,Y,GC $20-25,Adjust promo,Low,"Adjust promo to lower basket size; Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-31,Sunday,Afternoon,104.1,62.4,149.6,89.0,50.3,130.0,0.0,0.0,,-8.0,-8.0,,4.0,2.0,100.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,,1.0,1.0,,0.0,0.0,,85.5,-7.1,-7.7,26.0,5.1,24.4,4.0,2.0,100.0,1.0,1.0,,0.0,0.0,,0.0,0.0,,3.0,1.0,50.0,N,N,N,N,GC $30-35,No action,None,
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-31,Sunday,Breakfast,216.9,-53.1,-19.7,161.7,-68.5,-29.8,-1.0,-1.0,,-45.9,-32.7,-247.7,9.0,-1.0,-10.0,2.0,-1.0,-33.3,0.0,-3.0,-100.0,3.0,2.0,200.0,2.0,-1.0,-33.3,1.0,1.0,,0.0,0.0,,1.0,-1.0,-50.0,74.5,-10.8,-12.7,24.1,-2.9,-10.7,9.0,-1.0,-10.0,6.0,4.0,200.0,0.0,0.0,,1.0,1.0,,2.0,-6.0,-75.0,N,Y,Y,N,GC $25-30,Kill,Medium,Adjust promo to lower basket size; Kill campaign (target bucket GC $25-30 WoW Δ < 0)
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-31,Sunday,Dinner,136.4,-43.8,-24.3,123.4,-46.1,-27.2,0.0,0.0,,0.0,13.0,100.0,10.0,1.0,11.1,6.0,4.0,200.0,1.0,-1.0,-50.0,2.0,-1.0,-33.3,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,-1.0,-100.0,90.5,-3.6,-3.8,13.6,-6.4,-32.0,10.0,1.0,11.1,0.0,-2.0,-100.0,0.0,0.0,,0.0,0.0,,10.0,3.0,42.9,N,Y,Y,N,GC $15-20,Kill,Medium,Adjust promo to lower basket size; Kill campaign (target bucket GC $15-20 WoW Δ < 0)
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-31,Sunday,Early morning,396.9,-42.8,-9.7,350.0,-29.9,-7.9,0.0,0.0,,-71.0,-38.1,-115.8,15.0,-4.0,-21.1,3.0,-1.0,-25.0,1.0,-3.0,-75.0,4.0,-1.0,-20.0,1.0,-1.0,-50.0,2.0,1.0,100.0,3.0,1.0,50.0,1.0,0.0,0.0,88.2,1.8,2.1,26.5,3.4,14.7,15.0,-4.0,-21.1,5.0,-1.0,-16.7,0.0,0.0,,0.0,0.0,,10.0,-3.0,-23.1,N,N,N,N,GC $30-35,No action,None,
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-31,Sunday,Late night,236.1,102.8,77.1,201.1,83.3,70.7,-1.0,-1.0,,-20.7,-15.7,-314.0,11.0,5.0,83.3,2.0,0.0,0.0,1.0,-1.0,-50.0,5.0,4.0,400.0,3.0,2.0,200.0,0.0,0.0,,0.0,0.0,,0.0,-1.0,-100.0,85.2,-3.1,-3.5,21.5,-0.7,-3.2,11.0,5.0,83.3,2.0,1.0,100.0,0.0,0.0,,1.0,1.0,,8.0,3.0,60.0,N,Y,N,Y,GC $25-30,Adjust promo,Low,"Adjust promo to lower basket size; Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-31,Sunday,Lunch,206.0,-1.7,-0.8,163.0,-10.6,-6.1,0.0,0.0,,-20.0,3.0,13.0,11.0,2.0,22.2,3.0,1.0,50.0,3.0,1.0,50.0,2.0,-1.0,-33.3,2.0,2.0,,0.0,0.0,,1.0,1.0,,0.0,-2.0,-100.0,79.2,-4.4,-5.3,18.7,-4.4,-19.0,11.0,2.0,22.2,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,,7.0,2.0,40.0,N,Y,Y,N,GC $20-25,Kill,Medium,Adjust promo to lower basket size; Kill campaign (target bucket GC $20-25 WoW Δ < 0)
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-28,Thursday,Afternoon,135.3,-9.5,-6.6,136.8,20.9,18.0,0.0,0.0,,-23.0,-8.0,-53.3,8.0,1.0,14.3,3.0,-1.0,-25.0,0.0,0.0,,1.0,-1.0,-50.0,3.0,2.0,200.0,1.0,1.0,,0.0,0.0,,0.0,-1.0,-100.0,101.1,21.1,26.4,16.9,-3.8,-18.4,8.0,1.0,14.3,4.0,1.0,33.3,0.0,0.0,,0.0,0.0,,4.0,0.0,0.0,N,Y,Y,N,GC $20-25,Kill,Medium,Adjust promo to lower basket size; Kill campaign (target bucket GC $20-25 WoW Δ < 0)
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-28,Thursday,Breakfast,100.5,-234.2,-70.0,81.6,-153.3,-65.3,0.0,0.0,,-13.2,19.8,60.0,5.0,-16.0,-76.2,1.0,-12.0,-92.3,1.0,-1.0,-50.0,1.0,-4.0,-80.0,2.0,1.0,100.0,0.0,0.0,,0.0,-1.0,-100.0,0.0,-1.0,-100.0,81.2,11.0,15.7,20.1,4.2,26.4,5.0,-16.0,-76.2,2.0,-3.0,-60.0,0.0,0.0,,0.0,0.0,,3.0,-13.0,-81.2,N,N,N,Y,GC $25-30,Continue,Info,"Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-28,Thursday,Dinner,317.9,-104.1,-24.7,272.6,-90.0,-24.8,-3.0,-1.0,-50.0,-20.0,4.4,18.0,16.0,-4.0,-20.0,8.0,-4.0,-33.3,2.0,0.0,0.0,2.0,2.0,,3.0,-1.0,-25.0,1.0,1.0,,0.0,-2.0,-100.0,1.0,-1.0,-50.0,85.8,-0.1,-0.1,19.9,-1.2,-5.7,16.0,-4.0,-20.0,4.0,2.0,100.0,1.0,1.0,,0.0,-2.0,-100.0,11.0,-5.0,-31.2,N,Y,N,Y,GC $20-25,Adjust promo,Low,"Adjust promo to lower basket size; Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-28,Thursday,Early morning,150.6,-169.6,-53.0,140.2,-137.5,-49.5,0.0,1.0,100.0,0.0,14.2,100.0,6.0,-10.0,-62.5,2.0,-4.0,-66.7,0.0,-6.0,-100.0,0.0,-3.0,-100.0,2.0,1.0,100.0,1.0,1.0,,1.0,-1.0,-50.0,0.0,0.0,,93.1,6.4,7.4,25.1,5.1,25.5,6.0,-10.0,-62.5,0.0,-2.0,-100.0,0.0,0.0,,0.0,-1.0,-100.0,6.0,-7.0,-53.8,N,N,N,N,GC $30-35,No action,None,
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-28,Thursday,Late night,281.3,-98.9,-26.0,235.4,-89.5,-27.5,0.0,11.0,100.0,-29.0,3.8,11.6,14.0,-5.0,-26.3,3.0,-3.0,-50.0,5.0,3.0,150.0,3.0,-5.0,-62.5,1.0,-1.0,-50.0,2.0,2.0,,0.0,-1.0,-100.0,0.0,0.0,,83.7,-1.7,-2.0,20.1,0.1,0.5,14.0,-5.0,-26.3,4.0,0.0,0.0,0.0,-1.0,-100.0,0.0,-2.0,-100.0,10.0,-2.0,-16.7,N,N,Y,N,GC $25-30,Kill,Medium,Kill campaign (target bucket GC $25-30 WoW Δ < 0)
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-28,Thursday,Lunch,107.8,-119.3,-52.5,88.5,-109.1,-55.2,0.0,0.0,,-13.0,2.0,13.3,5.0,-7.0,-58.3,2.0,-1.0,-33.3,0.0,-4.0,-100.0,1.0,-2.0,-66.7,1.0,-1.0,-50.0,0.0,0.0,,1.0,1.0,,0.0,0.0,,82.1,-4.9,-5.6,21.6,2.7,14.3,5.0,-7.0,-58.3,2.0,-1.0,-33.3,0.0,0.0,,0.0,0.0,,3.0,-6.0,-66.7,N,N,Y,N,GC $25-30,Kill,Medium,Kill campaign (target bucket GC $25-30 WoW Δ < 0)
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-26,Tuesday,Afternoon,132.8,63.3,91.1,112.9,58.5,107.5,-3.0,1.0,25.0,-19.6,-15.4,-366.7,4.0,1.0,33.3,0.0,-3.0,-100.0,1.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,1.0,,0.0,0.0,,1.0,0.0,0.0,85.0,6.8,8.7,33.2,10.0,43.1,4.0,1.0,33.3,2.0,2.0,,0.0,0.0,,1.0,0.0,0.0,1.0,-1.0,-50.0,N,N,N,N,GC $35-40,No action,None,
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-26,Tuesday,Breakfast,80.6,26.0,47.6,69.4,24.2,53.5,0.0,0.0,,-6.6,0.0,0.0,4.0,0.0,0.0,1.0,-2.0,-66.7,0.0,0.0,,2.0,2.0,,0.0,-1.0,-100.0,1.0,1.0,,0.0,0.0,,0.0,0.0,,86.1,3.4,4.1,20.2,6.5,47.4,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,3.0,0.0,0.0,N,N,Y,N,GC $25-30,Kill,Medium,Kill campaign (target bucket GC $25-30 WoW Δ < 0)
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-26,Tuesday,Dinner,159.7,5.2,3.4,144.3,17.5,13.8,0.0,1.0,100.0,-5.0,12.2,70.9,6.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,,0.0,-1.0,-100.0,3.0,3.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-100.0,90.4,8.3,10.1,26.6,-4.3,-13.9,6.0,1.0,20.0,1.0,-1.0,-50.0,0.0,0.0,,0.0,-1.0,-100.0,5.0,3.0,150.0,N,Y,N,N,GC $30-35,Adjust promo,Low,Adjust promo to lower basket size
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-26,Tuesday,Early morning,168.8,-103.4,-38.0,127.8,-116.6,-47.7,0.0,0.0,,-5.0,8.1,61.8,9.0,-4.0,-30.8,2.0,-4.0,-66.7,2.0,-1.0,-33.3,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,75.7,-14.1,-15.7,18.8,-2.1,-10.0,9.0,-4.0,-30.8,1.0,-1.0,-50.0,0.0,0.0,,0.0,0.0,,8.0,-3.0,-27.3,N,Y,N,Y,GC $20-25,Adjust promo,Low,"Adjust promo to lower basket size; Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-26,Tuesday,Late night,211.4,-79.7,-27.4,168.3,-83.3,-33.1,-3.0,-2.0,-200.0,-45.3,-25.1,-124.3,9.0,-2.0,-18.2,1.0,-1.0,-50.0,3.0,2.0,200.0,1.0,-1.0,-50.0,2.0,-1.0,-33.3,1.0,1.0,,1.0,-1.0,-50.0,0.0,-1.0,-100.0,79.6,-6.8,-7.9,23.5,-3.0,-11.3,9.0,-2.0,-18.2,4.0,2.0,100.0,0.0,0.0,,1.0,0.0,0.0,4.0,-4.0,-50.0,N,Y,Y,N,GC $25-30,Kill,Medium,Adjust promo to lower basket size; Kill campaign (target bucket GC $25-30 WoW Δ < 0)
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-26,Tuesday,Lunch,271.8,146.2,116.4,243.2,128.5,112.0,0.0,3.0,100.0,-10.0,-10.0,,10.0,2.0,25.0,1.0,-4.0,-80.0,1.0,-1.0,-50.0,2.0,1.0,100.0,3.0,3.0,,2.0,2.0,,0.0,0.0,,1.0,1.0,,89.5,-1.8,-2.0,27.2,11.5,73.2,10.0,2.0,25.0,2.0,2.0,,0.0,-1.0,-100.0,0.0,0.0,,8.0,1.0,14.3,N,N,N,N,GC $30-35,No action,None,
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-27,Wednesday,Afternoon,115.9,28.6,32.8,103.0,26.0,33.8,0.0,0.0,,-5.0,3.0,37.5,3.0,-1.0,-25.0,1.0,0.0,0.0,0.0,-1.0,-100.0,0.0,-1.0,-100.0,0.0,0.0,,1.0,1.0,,0.0,-1.0,-100.0,1.0,1.0,,88.9,0.8,0.9,38.6,16.8,77.1,3.0,-1.0,-25.0,1.0,-1.0,-50.0,0.0,0.0,,0.0,0.0,,2.0,0.0,0.0,N,N,N,N,,No action,None,
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-27,Wednesday,Breakfast,158.2,-7.4,-4.5,113.4,-17.3,-13.2,0.0,7.0,100.0,-6.6,17.4,72.5,8.0,0.0,0.0,4.0,1.0,33.3,0.0,-1.0,-100.0,2.0,0.0,0.0,3.0,1.0,50.0,0.0,-1.0,-100.0,0.0,0.0,,0.0,0.0,,71.7,-7.2,-9.1,19.8,-0.9,-4.3,8.0,0.0,0.0,1.0,-1.0,-50.0,0.0,-1.0,-100.0,0.0,-2.0,-100.0,7.0,4.0,133.3,N,Y,N,Y,GC $20-25,Adjust promo,Low,"Adjust promo to lower basket size; Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-27,Wednesday,Dinner,163.7,-192.9,-54.1,158.3,-195.0,-55.2,0.0,1.0,100.0,0.0,14.2,100.0,12.0,-5.0,-29.4,8.0,4.0,100.0,1.0,-3.0,-75.0,2.0,-1.0,-33.3,0.0,-3.0,-100.0,1.0,1.0,,1.0,0.0,0.0,0.0,-2.0,-100.0,96.7,-2.4,-2.4,13.6,-7.4,-35.2,12.0,-5.0,-29.4,0.0,-2.0,-100.0,0.0,0.0,,0.0,-1.0,-100.0,12.0,-2.0,-14.3,N,Y,Y,N,GC $15-20,Kill,Medium,Adjust promo to lower basket size; Kill campaign (target bucket GC $15-20 WoW Δ < 0)
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-27,Wednesday,Early morning,255.2,2.1,0.8,217.2,-9.8,-4.3,0.0,6.0,100.0,-13.0,0.9,6.5,12.0,-2.0,-14.3,7.0,0.0,0.0,1.0,-2.0,-66.7,2.0,0.0,0.0,2.0,1.0,100.0,1.0,1.0,,1.0,1.0,,0.0,-1.0,-100.0,85.1,-4.6,-5.1,21.3,3.2,17.7,12.0,-2.0,-14.3,3.0,2.0,200.0,0.0,-1.0,-100.0,0.0,-1.0,-100.0,9.0,-2.0,-18.2,N,N,N,Y,GC $25-30,Continue,Info,"Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-27,Wednesday,Late night,192.4,-185.5,-49.1,223.6,-224.0,-50.0,0.0,6.0,100.0,-15.5,11.5,42.6,8.0,-10.0,-55.6,3.0,-3.0,-50.0,2.0,-4.0,-66.7,2.0,-2.0,-50.0,1.0,0.0,0.0,0.0,-1.0,-100.0,0.0,0.0,,1.0,-1.0,-50.0,116.2,-2.3,-1.9,24.1,3.1,14.8,8.0,-10.0,-55.6,2.0,-2.0,-50.0,0.0,-1.0,-100.0,0.0,-1.0,-100.0,6.0,-6.0,-50.0,N,N,N,Y,GC $25-30,Continue,Info,"Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-27,Wednesday,Lunch,36.2,-88.4,-70.9,28.9,-114.9,-79.9,0.0,0.0,,-5.0,6.3,55.8,2.0,-8.0,-80.0,1.0,-5.0,-83.3,0.0,-1.0,-100.0,1.0,-1.0,-50.0,0.0,-1.0,-100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,79.9,-35.6,-30.8,18.1,5.6,44.8,2.0,-8.0,-80.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,-8.0,-88.9,N,N,Y,N,GC $20-25,Kill,Medium,Kill campaign (target bucket GC $20-25 WoW Δ < 0)
